
N,F,T,B,EtaOnM,KOnM,Tiempo,dt,Ree
17, 1.40, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, 6.47

17, 1.50, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, 6.82

17, 1.60, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, 7.17

17, 1.70, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, 7.50

17, 1.80, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, 7.78

17, 1.90, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, 8.09

17, 2.00, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, 8.39

17, 2.10, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, 8.68

17, 2.20, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, 8.93

17, 2.30, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, 9.18

17, 2.40, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, 9.41

17, 2.50, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, 9.65

17, 2.60, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, 9.89

17, 2.70, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, 10.12

17, 2.80, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, 10.35

17, 2.90, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, 10.51

17, 3.00, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, 10.71

17, 3.10, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, 10.88

17, 3.20, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, 11.05

17, 3.30, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, 11.20

17, 3.40, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, 11.35

17, 3.50, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, 11.49

17, 3.60, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, 11.59

17, 3.70, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, 11.71

17, 3.80, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, 11.82

17, 3.90, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, 11.88

17, 4.00, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, 12.00

17, 4.10, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, 12.09

17, 4.20, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, 12.15

17, 4.30, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, 12.23

17, 4.40, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, 12.29

17, 4.50, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, 12.38

17, 4.60, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, 12.45

17, 4.70, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, 12.52

17, 4.80, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, 12.59

17, 4.90, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, 12.67

17, 5.00, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, 12.74
