
N,F,T,B,EtaOnM,KOnM,Tiempo,dt,Ree
9, -1.60, 1.000, 1.00, 1.00, 1000.00, 5.0e+03, 1.0e-03, -3.80

9, -1.50, 1.000, 1.00, 1.00, 1000.00, 5.0e+03, 1.0e-03, -3.64

9, -1.40, 1.000, 1.00, 1.00, 1000.00, 5.0e+03, 1.0e-03, -3.44

9, -1.30, 1.000, 1.00, 1.00, 1000.00, 5.0e+03, 1.0e-03, -3.26

9, -1.20, 1.000, 1.00, 1.00, 1000.00, 5.0e+03, 1.0e-03, -3.06

9, -1.10, 1.000, 1.00, 1.00, 1000.00, 5.0e+03, 1.0e-03, -2.86

9, -1.00, 1.000, 1.00, 1.00, 1000.00, 5.0e+03, 1.0e-03, -2.64

9, -0.90, 1.000, 1.00, 1.00, 1000.00, 5.0e+03, 1.0e-03, -2.40

9, -0.80, 1.000, 1.00, 1.00, 1000.00, 5.0e+03, 1.0e-03, -2.17

9, -0.70, 1.000, 1.00, 1.00, 1000.00, 5.0e+03, 1.0e-03, -1.93

9, -0.60, 1.000, 1.00, 1.00, 1000.00, 5.0e+03, 1.0e-03, -1.72

9, -0.50, 1.000, 1.00, 1.00, 1000.00, 5.0e+03, 1.0e-03, -1.45

9, -0.40, 1.000, 1.00, 1.00, 1000.00, 5.0e+03, 1.0e-03, -1.16

9, -0.30, 1.000, 1.00, 1.00, 1000.00, 5.0e+03, 1.0e-03, -0.90

9, -0.20, 1.000, 1.00, 1.00, 1000.00, 5.0e+03, 1.0e-03, -0.65

9, -0.10, 1.000, 1.00, 1.00, 1000.00, 5.0e+03, 1.0e-03, -0.38

9, 0.00, 1.000, 1.00, 1.00, 1000.00, 5.0e+03, 1.0e-03, -0.11

9, 0.10, 1.000, 1.00, 1.00, 1000.00, 5.0e+03, 1.0e-03, 0.16

9, 0.20, 1.000, 1.00, 1.00, 1000.00, 5.0e+03, 1.0e-03, 0.42

9, 0.30, 1.000, 1.00, 1.00, 1000.00, 5.0e+03, 1.0e-03, 0.72

9, 0.40, 1.000, 1.00, 1.00, 1000.00, 5.0e+03, 1.0e-03, 0.94

9, 0.50, 1.000, 1.00, 1.00, 1000.00, 5.0e+03, 1.0e-03, 1.22

9, 0.60, 1.000, 1.00, 1.00, 1000.00, 5.0e+03, 1.0e-03, 1.48

9, 0.70, 1.000, 1.00, 1.00, 1000.00, 5.0e+03, 1.0e-03, 1.73

9, 0.80, 1.000, 1.00, 1.00, 1000.00, 5.0e+03, 1.0e-03, 1.97

9, 0.90, 1.000, 1.00, 1.00, 1000.00, 5.0e+03, 1.0e-03, 2.17

9, 1.00, 1.000, 1.00, 1.00, 1000.00, 5.0e+03, 1.0e-03, 2.44

9, 1.10, 1.000, 1.00, 1.00, 1000.00, 5.0e+03, 1.0e-03, 2.64

9, 1.20, 1.000, 1.00, 1.00, 1000.00, 5.0e+03, 1.0e-03, 2.88

9, 1.30, 1.000, 1.00, 1.00, 1000.00, 5.0e+03, 1.0e-03, 3.08

9, 1.40, 1.000, 1.00, 1.00, 1000.00, 5.0e+03, 1.0e-03, 3.31

9, 1.50, 1.000, 1.00, 1.00, 1000.00, 5.0e+03, 1.0e-03, 3.46

9, 1.60, 1.000, 1.00, 1.00, 1000.00, 5.0e+03, 1.0e-03, 3.63

9, 1.70, 1.000, 1.00, 1.00, 1000.00, 5.0e+03, 1.0e-03, 3.81

9, 1.80, 1.000, 1.00, 1.00, 1000.00, 5.0e+03, 1.0e-03, 3.95

9, 1.90, 1.000, 1.00, 1.00, 1000.00, 5.0e+03, 1.0e-03, 4.15

9, 2.00, 1.000, 1.00, 1.00, 1000.00, 5.0e+03, 1.0e-03, 4.27

9, 2.10, 1.000, 1.00, 1.00, 1000.00, 5.0e+03, 1.0e-03, 4.43

9, 2.20, 1.000, 1.00, 1.00, 1000.00, 5.0e+03, 1.0e-03, 4.54

9, 2.30, 1.000, 1.00, 1.00, 1000.00, 5.0e+03, 1.0e-03, 4.66

9, 2.40, 1.000, 1.00, 1.00, 1000.00, 5.0e+03, 1.0e-03, 4.77

9, 2.50, 1.000, 1.00, 1.00, 1000.00, 5.0e+03, 1.0e-03, 4.92

9, 2.60, 1.000, 1.00, 1.00, 1000.00, 5.0e+03, 1.0e-03, 5.00

9, 2.70, 1.000, 1.00, 1.00, 1000.00, 5.0e+03, 1.0e-03, 5.12

9, 2.80, 1.000, 1.00, 1.00, 1000.00, 5.0e+03, 1.0e-03, 5.20

9, 2.90, 1.000, 1.00, 1.00, 1000.00, 5.0e+03, 1.0e-03, 5.30

9, 3.00, 1.000, 1.00, 1.00, 1000.00, 5.0e+03, 1.0e-03, 5.39

9, 3.10, 1.000, 1.00, 1.00, 1000.00, 5.0e+03, 1.0e-03, 5.49

9, 3.20, 1.000, 1.00, 1.00, 1000.00, 5.0e+03, 1.0e-03, 5.53

9, 3.30, 1.000, 1.00, 1.00, 1000.00, 5.0e+03, 1.0e-03, 5.61

9, 3.40, 1.000, 1.00, 1.00, 1000.00, 5.0e+03, 1.0e-03, 5.67

9, 3.50, 1.000, 1.00, 1.00, 1000.00, 5.0e+03, 1.0e-03, 5.74

9, 3.60, 1.000, 1.00, 1.00, 1000.00, 5.0e+03, 1.0e-03, 5.80

9, 3.70, 1.000, 1.00, 1.00, 1000.00, 5.0e+03, 1.0e-03, 5.85

9, 3.80, 1.000, 1.00, 1.00, 1000.00, 5.0e+03, 1.0e-03, 5.90

9, 3.90, 1.000, 1.00, 1.00, 1000.00, 5.0e+03, 1.0e-03, 5.95

9, 4.00, 1.000, 1.00, 1.00, 1000.00, 5.0e+03, 1.0e-03, 6.00

9, 4.10, 1.000, 1.00, 1.00, 1000.00, 5.0e+03, 1.0e-03, 6.05

9, 4.20, 1.000, 1.00, 1.00, 1000.00, 5.0e+03, 1.0e-03, 6.09

9, 4.30, 1.000, 1.00, 1.00, 1000.00, 5.0e+03, 1.0e-03, 6.12

9, 4.40, 1.000, 1.00, 1.00, 1000.00, 5.0e+03, 1.0e-03, 6.16

9, 4.50, 1.000, 1.00, 1.00, 1000.00, 5.0e+03, 1.0e-03, 6.19

9, 4.60, 1.000, 1.00, 1.00, 1000.00, 5.0e+03, 1.0e-03, 6.23

9, 4.70, 1.000, 1.00, 1.00, 1000.00, 5.0e+03, 1.0e-03, 6.26

9, 4.80, 1.000, 1.00, 1.00, 1000.00, 5.0e+03, 1.0e-03, 6.29

9, 4.90, 1.000, 1.00, 1.00, 1000.00, 5.0e+03, 1.0e-03, 6.33

9, 5.00, 1.000, 1.00, 1.00, 1000.00, 5.0e+03, 1.0e-03, 6.37
