
N,F,T,B,EtaOnM,KOnM,Tiempo,dt,Ree
33, -2.60, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, -19.52

33, -2.50, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, -18.98

33, -2.40, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, -18.46

33, -2.30, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, -18.02

33, -2.20, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, -17.55

33, -2.10, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, -17.08

33, -2.00, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, -16.53

33, -1.90, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, -15.99

33, -1.80, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, -15.41

33, -1.70, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, -14.73

33, -1.60, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, -14.13

33, -1.50, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, -13.40

33, -1.40, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, -12.65

33, -1.30, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, -11.95

33, -1.20, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, -11.16

33, -1.10, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, -10.37

33, -1.00, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, -9.50

33, -0.90, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, -8.62

33, -0.80, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, -7.79

33, -0.70, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, -6.81

33, -0.60, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, -5.93

33, -0.50, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, -4.97

33, -0.40, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, -4.03

33, -0.30, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, -2.98

33, -0.20, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, -2.01

33, -0.10, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, -1.00

33, 0.00, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, 0.03

33, 0.10, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, 1.05

33, 0.20, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, 2.02

33, 0.30, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, 3.05

33, 0.40, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, 3.99

33, 0.50, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, 4.98

33, 0.60, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, 5.91

33, 0.70, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, 6.92

33, 0.80, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, 7.87

33, 0.90, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, 8.69

33, 1.00, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, 9.58

33, 1.10, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, 10.41

33, 1.20, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, 11.24

33, 1.30, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, 11.96

33, 1.40, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, 12.79

33, 1.50, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, 13.44

33, 1.60, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, 14.23

33, 1.70, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, 14.90

33, 1.80, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, 15.49

33, 1.90, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, 16.10

33, 2.00, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, 16.63

33, 2.10, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, 17.10

33, 2.20, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, 17.62

33, 2.30, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, 18.18

33, 2.40, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, 18.65

33, 2.50, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, 19.14

33, 2.60, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, 19.76

33, 2.70, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, 20.18

33, 2.80, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, 20.66

33, 2.90, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, 21.09

33, 3.00, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, 21.52

33, 3.10, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, 21.91

33, 3.20, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, 22.27

33, 3.30, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, 22.60

33, 3.40, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, 22.85

33, 3.50, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, 23.14

33, 3.60, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, 23.33

33, 3.70, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, 23.56

33, 3.80, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, 23.68

33, 3.90, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, 23.84

33, 4.00, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, 23.99

33, 4.10, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, 24.10

33, 4.20, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, 24.23

33, 4.30, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, 24.32

33, 4.40, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, 24.43

33, 4.50, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, 24.53

33, 4.60, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, 24.64

33, 4.70, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, 24.74

33, 4.80, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, 24.86

33, 4.90, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, 24.98

33, 5.00, 1.000, 0.95, 1.00, 100.00, 5.0e+03, 1.0e-03, 25.10
