
N,F,T,B,EtaOnM,KOnM,Tiempo,dt,Ree

33, 1.25, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 12.14

33, 1.30, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 12.60

33, 1.35, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 12.94

33, 1.40, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 13.35

33, 1.45, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 13.63

33, 1.50, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 14.08

33, 1.55, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 14.40

33, 1.60, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 14.79

33, 1.65, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 15.15

33, 1.70, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 15.37

33, 1.75, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 15.69

33, 1.80, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 15.98

33, 1.85, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 16.31

33, 1.90, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 16.62

33, 1.95, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 16.92

33, 2.00, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 17.16

33, 2.05, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 17.38

33, 2.10, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 17.66

33, 2.15, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 17.96

33, 2.20, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 18.17

33, 2.25, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 18.41

33, 2.30, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 18.74

33, 2.35, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 18.93

33, 2.40, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 19.21

33, 2.45, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 19.49

33, 2.50, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 19.87

33, 2.55, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 20.06

33, 2.60, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 20.30

33, 2.65, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 20.44

33, 2.70, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 20.73

33, 2.75, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 20.91

33, 2.80, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 21.16

33, 2.85, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 21.38

33, 2.90, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 21.57

33, 2.95, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 21.77

33, 3.00, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 22.02

33, 3.05, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 22.13

33, 3.10, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 22.34

33, 3.15, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 22.47

33, 3.20, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 22.63

33, 3.25, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 22.77

33, 3.30, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 22.86

33, 3.35, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 22.98

33, 3.40, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 23.10

33, 3.45, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 23.25

33, 3.50, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 23.37

33, 3.55, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 23.43

33, 3.60, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 23.51

33, 3.65, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 23.62

33, 3.70, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 23.67

33, 3.75, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 23.75

33, 3.80, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 23.84

33, 3.85, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 23.86

33, 3.90, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 23.96

33, 3.95, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 24.01

33, 4.00, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 24.06

33, 4.05, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 24.10

33, 4.10, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 24.14

33, 4.15, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 24.22

33, 4.20, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 24.25

33, 4.25, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 24.30

33, 4.30, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 24.34

33, 4.35, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 24.39

33, 4.40, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 24.43

33, 4.45, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 24.45

33, 4.50, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 24.51

33, 4.55, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 24.56

33, 4.60, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 24.61

33, 4.65, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 24.63

33, 4.70, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 24.67

33, 4.75, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 24.72

33, 4.80, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 24.76

33, 4.85, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 24.82

33, 4.90, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 24.83

33, 4.95, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 24.90

33, 5.00, 1.000, 1.00, 0.90, 1000.00, 5.0e+03, 1.0e-03, 24.93
