
N,F,T,B,EtaOnM,KOnM,Tiempo,dt,Ree,Ree_best,err,err1
N,F,T,B,EtaOnM,KOnM,Tiempo,dt,Ree,Ree_best,err,err1
N,F,T,B,EtaOnM,KOnM,Tiempo,dt,Ree,Ree_best,err,err1
N,F,T,B,EtaOnM,KOnM,Tiempo,dt,Ree,Ree_best,err,err1
N,F,T,B,EtaOnM,KOnM,Tiempo,dt,Ree,Ree_best,err,err1
N,F,T,B,EtaOnM,KOnM,Tiempo,dt,Ree,Ree_best,err,err1
N,F,T,B,EtaOnM,KOnM,Tiempo,dt,Ree,Ree_best,err,err1
N,F,T,B,EtaOnM,KOnM,Tiempo,dt,Ree,Ree_best,err,err1
N,F,T,B,EtaOnM,KOnM,Tiempo,dt,Ree,Ree_best,err,err1
N,F,T,B,EtaOnM,KOnM,Tiempo,dt,Ree,Ree_best,err,err1
N,F,T,B,EtaOnM,KOnM,Tiempo,dt,Ree,Ree_best,err,err1
N,F,T,B,EtaOnM,KOnM,Tiempo,dt,Ree,Ree_best,err,err1
N,F,T,B,EtaOnM,KOnM,Tiempo,dt,Ree,Ree_best,err,err1
N,F,T,B,EtaOnM,KOnM,Tiempo,dt,Ree,Ree_best,err,err1
N,F,T,B,EtaOnM,KOnM,Tiempo,dt,Ree,Ree_best,err,err1
5, 4.20, 1.000, 1.00, 1.00, 100.00, 5.0e+02, 1.0e-02, 3.23, 3.06, 0.34, 0.54

5, 4.40, 1.000, 1.00, 1.00, 100.00, 5.0e+02, 1.0e-02, 3.29, 3.12, 0.30, 0.51

5, 4.60, 1.000, 1.00, 1.00, 100.00, 5.0e+02, 1.0e-02, 3.34, 3.15, 0.23, 0.49

5, 4.80, 1.000, 1.00, 1.00, 100.00, 5.0e+02, 1.0e-02, 3.37, 3.18, 0.12, 0.48

5, 5.00, 1.000, 1.00, 1.00, 100.00, 5.0e+02, 1.0e-02, 3.42, 3.22, 0.17, 0.45

5, 5.20, 1.000, 1.00, 1.00, 100.00, 5.0e+02, 1.0e-02, 3.45, 3.24, 0.28, 0.45

5, 5.40, 1.000, 1.00, 1.00, 100.00, 5.0e+02, 1.0e-02, 3.50, 3.28, 0.25, 0.43

5, 5.60, 1.000, 1.00, 1.00, 100.00, 5.0e+02, 1.0e-02, 3.52, 3.30, 0.05, 0.43

5, 5.80, 1.000, 1.00, 1.00, 100.00, 5.0e+02, 1.0e-02, 3.56, 3.32, 0.16, 0.41

5, 6.00, 1.000, 1.00, 1.00, 100.00, 5.0e+02, 1.0e-02, 3.59, 3.35, 0.06, 0.40

5, 6.20, 1.000, 1.00, 1.00, 100.00, 5.0e+02, 1.0e-02, 3.63, 3.38, 0.01, 0.39

5, 6.40, 1.000, 1.00, 1.00, 100.00, 5.0e+02, 1.0e-02, 3.65, 3.39, 0.12, 0.39

5, 6.60, 1.000, 1.00, 1.00, 100.00, 5.0e+02, 1.0e-02, 3.67, 3.41, 0.17, 0.38

5, 6.80, 1.000, 1.00, 1.00, 100.00, 5.0e+02, 1.0e-02, 3.70, 3.43, 0.30, 0.38

5, 7.00, 1.000, 1.00, 1.00, 100.00, 5.0e+02, 1.0e-02, 3.72, 3.44, 0.25, 0.37

5, 7.20, 1.000, 1.00, 1.00, 100.00, 5.0e+02, 1.0e-02, 3.75, 3.46, 0.34, 0.37

5, 7.40, 1.000, 1.00, 1.00, 100.00, 5.0e+02, 1.0e-02, 3.78, 3.48, 0.37, 0.36

5, 7.60, 1.000, 1.00, 1.00, 100.00, 5.0e+02, 1.0e-02, 3.80, 3.50, 0.38, 0.35

5, 7.80, 1.000, 1.00, 1.00, 100.00, 5.0e+02, 1.0e-02, 3.82, 3.51, 0.38, 0.34

5, 8.00, 1.000, 1.00, 1.00, 100.00, 5.0e+02, 1.0e-02, 3.85, 3.53, 0.43, 0.34

5, 8.20, 1.000, 1.00, 1.00, 100.00, 5.0e+02, 1.0e-02, 3.87, 3.54, 0.43, 0.33

5, 8.40, 1.000, 1.00, 1.00, 100.00, 5.0e+02, 1.0e-02, 3.89, 3.55, 0.39, 0.32

5, 8.60, 1.000, 1.00, 1.00, 100.00, 5.0e+02, 1.0e-02, 3.91, 3.57, 0.33, 0.32

5, 8.80, 1.000, 1.00, 1.00, 100.00, 5.0e+02, 1.0e-02, 3.93, 3.58, 0.30, 0.31

5, 9.00, 1.000, 1.00, 1.00, 100.00, 5.0e+02, 1.0e-02, 3.95, 3.59, 0.31, 0.31

5, 9.20, 1.000, 1.00, 1.00, 100.00, 5.0e+02, 1.0e-02, 3.97, 3.60, 0.32, 0.31

5, 9.40, 1.000, 1.00, 1.00, 100.00, 5.0e+02, 1.0e-02, 3.98, 3.61, 0.34, 0.30

5, 9.60, 1.000, 1.00, 1.00, 100.00, 5.0e+02, 1.0e-02, 4.00, 3.62, 0.36, 0.30

5, 9.80, 1.000, 1.00, 1.00, 100.00, 5.0e+02, 1.0e-02, 4.02, 3.62, 0.40, 0.30

5, 10.00, 1.000, 1.00, 1.00, 100.00, 5.0e+02, 1.0e-02, 4.03, 3.63, 0.44, 0.29
