
N,F,T,B,EtaOnM,KOnM,Tiempo,dt,Ree,Ree_best,err,err1
N,F,T,B,EtaOnM,KOnM,Tiempo,dt,Ree,Ree_best,err,err1
N,F,T,B,EtaOnM,KOnM,Tiempo,dt,Ree,Ree_best,err,err1
N,F,T,B,EtaOnM,KOnM,Tiempo,dt,Ree,Ree_best,err,err1
N,F,T,B,EtaOnM,KOnM,Tiempo,dt,Ree,Ree_best,err,err1
N,F,T,B,EtaOnM,KOnM,Tiempo,dt,Ree,Ree_best,err,err1
N,F,T,B,EtaOnM,KOnM,Tiempo,dt,Ree,Ree_best,err,err1
N,F,T,B,EtaOnM,KOnM,Tiempo,dt,Ree,Ree_best,err,err1
N,F,T,B,EtaOnM,KOnM,Tiempo,dt,Ree,Ree_best,err,err1
N,F,T,B,EtaOnM,KOnM,Tiempo,dt,Ree,Ree_best,err,err1
N,F,T,B,EtaOnM,KOnM,Tiempo,dt,Ree,Ree_best,err,err1
N,F,T,B,EtaOnM,KOnM,Tiempo,dt,Ree,Ree_best,err,err1
N,F,T,B,EtaOnM,KOnM,Tiempo,dt,Ree,Ree_best,err,err1
N,F,T,B,EtaOnM,KOnM,Tiempo,dt,Ree,Ree_best,err,err1
N,F,T,B,EtaOnM,KOnM,Tiempo,dt,Ree,Ree_best,err,err1
5, 0.00, 1.000, 1.00, 1.00, 100.00, 5.0e+02, 1.0e-02, -0.06, -0.06, 0.78, 1.14

5, 0.20, 1.000, 1.00, 1.00, 100.00, 5.0e+02, 1.0e-02, 0.22, 0.21, 1.47, 1.17

5, 0.40, 1.000, 1.00, 1.00, 100.00, 5.0e+02, 1.0e-02, 0.50, 0.49, 2.08, 1.21

5, 0.60, 1.000, 1.00, 1.00, 100.00, 5.0e+02, 1.0e-02, 0.87, 0.84, 2.38, 1.13

5, 0.80, 1.000, 1.00, 1.00, 100.00, 5.0e+02, 1.0e-02, 1.07, 1.04, 1.35, 1.10

5, 1.00, 1.000, 1.00, 1.00, 100.00, 5.0e+02, 1.0e-02, 1.32, 1.28, 2.06, 1.02

5, 1.20, 1.000, 1.00, 1.00, 100.00, 5.0e+02, 1.0e-02, 1.49, 1.44, 1.33, 1.08

5, 1.40, 1.000, 1.00, 1.00, 100.00, 5.0e+02, 1.0e-02, 1.74, 1.68, 1.54, 0.96

5, 1.60, 1.000, 1.00, 1.00, 100.00, 5.0e+02, 1.0e-02, 1.96, 1.89, 2.41, 0.92

5, 1.80, 1.000, 1.00, 1.00, 100.00, 5.0e+02, 1.0e-02, 2.10, 2.03, 1.24, 0.90

5, 2.00, 1.000, 1.00, 1.00, 100.00, 5.0e+02, 1.0e-02, 2.30, 2.22, 1.86, 0.84

5, 2.20, 1.000, 1.00, 1.00, 100.00, 5.0e+02, 1.0e-02, 2.41, 2.32, 1.00, 0.80

5, 2.40, 1.000, 1.00, 1.00, 100.00, 5.0e+02, 1.0e-02, 2.53, 2.44, 1.12, 0.76

5, 2.60, 1.000, 1.00, 1.00, 100.00, 5.0e+02, 1.0e-02, 2.64, 2.54, 0.57, 0.72

5, 2.80, 1.000, 1.00, 1.00, 100.00, 5.0e+02, 1.0e-02, 2.74, 2.63, 0.62, 0.68

5, 3.00, 1.000, 1.00, 1.00, 100.00, 5.0e+02, 1.0e-02, 2.86, 2.74, 0.53, 0.65

5, 3.20, 1.000, 1.00, 1.00, 100.00, 5.0e+02, 1.0e-02, 2.91, 2.79, 0.46, 0.63

5, 3.40, 1.000, 1.00, 1.00, 100.00, 5.0e+02, 1.0e-02, 2.96, 2.82, 0.71, 0.64

5, 3.60, 1.000, 1.00, 1.00, 100.00, 5.0e+02, 1.0e-02, 3.05, 2.91, 0.78, 0.58

5, 3.80, 1.000, 1.00, 1.00, 100.00, 5.0e+02, 1.0e-02, 3.13, 2.98, 0.95, 0.58

5, 4.00, 1.000, 1.00, 1.00, 100.00, 5.0e+02, 1.0e-02, 3.18, 3.02, 0.28, 0.54

