
N,F,T,B,EtaOnM,KOnM,Tiempo,dt,Ree,Ree_best,err,err1
9, 5.60, 1.000, 1.00, 1.00, 100.00, 3.0e+04, 1.0e-02, 7.12, 6.67, 0.64, 0.23

9, 5.80, 1.000, 1.00, 1.00, 100.00, 3.0e+04, 1.0e-02, 7.19, 6.73, 0.58, -nan

9, 6.00, 1.000, 1.00, 1.00, 100.00, 3.0e+04, 1.0e-02, 7.26, 6.78, 0.67, -nan

9, 6.20, 1.000, 1.00, 1.00, 100.00, 3.0e+04, 1.0e-02, 7.32, 6.83, 0.63, -nan

9, 6.40, 1.000, 1.00, 1.00, 100.00, 3.0e+04, 1.0e-02, 7.38, 6.87, 0.53, -nan

9, 6.60, 1.000, 1.00, 1.00, 100.00, 3.0e+04, 1.0e-02, 7.44, 6.91, 0.59, -nan

9, 6.80, 1.000, 1.00, 1.00, 100.00, 3.0e+04, 1.0e-02, 7.49, 6.95, 0.28, -nan

9, 7.00, 1.000, 1.00, 1.00, 100.00, 3.0e+04, 1.0e-02, 7.55, 6.99, 0.25, -nan

9, 7.20, 1.000, 1.00, 1.00, 100.00, 3.0e+04, 1.0e-02, 7.60, 7.02, 0.28, -nan

9, 7.40, 1.000, 1.00, 1.00, 100.00, 3.0e+04, 1.0e-02, 7.64, 7.05, 0.51, -nan

9, 7.60, 1.000, 1.00, 1.00, 100.00, 3.0e+04, 1.0e-02, 7.68, 7.07, 0.37, -nan

9, 7.80, 1.000, 1.00, 1.00, 100.00, 3.0e+04, 1.0e-02, 7.72, 7.10, 0.31, -nan

9, 8.00, 1.000, 1.00, 1.00, 100.00, 3.0e+04, 1.0e-02, 7.76, 7.12, 0.23, -nan

9, 8.20, 1.000, 1.00, 1.00, 100.00, 3.0e+04, 1.0e-02, 7.80, 7.14, 0.21, -nan

9, 8.40, 1.000, 1.00, 1.00, 100.00, 3.0e+04, 1.0e-02, 7.83, 7.16, 0.23, -nan

9, 8.60, 1.000, 1.00, 1.00, 100.00, 3.0e+04, 1.0e-02, 7.86, 7.18, 0.22, -nan

9, 8.80, 1.000, 1.00, 1.00, 100.00, 3.0e+04, 1.0e-02, 7.89, 7.19, 0.29, -nan

9, 9.00, 1.000, 1.00, 1.00, 100.00, 3.0e+04, 1.0e-02, 7.92, 7.20, 0.25, -nan

9, 9.20, 1.000, 1.00, 1.00, 100.00, 3.0e+04, 1.0e-02, 7.95, 7.21, 0.18, 0.20

9, 9.40, 1.000, 1.00, 1.00, 100.00, 3.0e+04, 1.0e-02, 7.97, 7.22, 0.10, 0.43

9, 9.60, 1.000, 1.00, 1.00, 100.00, 3.0e+04, 1.0e-02, 8.00, 7.23, 0.09, 0.57

9, 9.80, 1.000, 1.00, 1.00, 100.00, 3.0e+04, 1.0e-02, 8.02, 7.24, 0.10, 0.68

9, 10.00, 1.000, 1.00, 1.00, 100.00, 3.0e+04, 1.0e-02, 8.05, 7.25, 0.11, 0.77
