
N,F,T,B,EtaOnM,KOnM,Tiempo,dt,R_G,Ree,Cinetica,Potencial
32, -2.10, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 129.15, 39.44, 2.9383, 6.7149

32, -2.05, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 128.93, 39.40, 2.9383, 6.6872

32, -2.00, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 128.70, 39.36, 2.9384, 6.6595

32, -1.95, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 128.48, 39.32, 2.9386, 6.6321

32, -1.90, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 128.25, 39.29, 2.9386, 6.6044

32, -1.85, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 128.03, 39.25, 2.9388, 6.5771

32, -1.80, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 127.79, 39.21, 2.9392, 6.5498

32, -1.75, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 127.57, 39.17, 2.9390, 6.5226

32, -1.70, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 127.33, 39.13, 2.9393, 6.4958

32, -1.65, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 127.10, 39.09, 2.9392, 6.4686

32, -1.60, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 126.87, 39.05, 2.9392, 6.4413

32, -1.55, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 126.63, 39.01, 2.9395, 6.4146

32, -1.50, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 126.40, 38.97, 2.9396, 6.3873

32, -1.45, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 126.18, 38.93, 2.9396, 6.3609

32, -1.40, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 125.95, 38.89, 2.9398, 6.3342

32, -1.35, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 125.72, 38.85, 2.9397, 6.3073

32, -1.30, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 125.48, 38.80, 2.9399, 6.2805

32, -1.25, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 125.24, 38.76, 2.9400, 6.2543

32, -1.20, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 125.00, 38.72, 2.9401, 6.2277

32, -1.15, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 124.77, 38.67, 2.9396, 6.2009

32, -1.10, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 124.53, 38.63, 2.9395, 6.1744

32, -1.05, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 124.29, 38.59, 2.9393, 6.1483

32, -1.00, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 124.06, 38.55, 2.9392, 6.1225

32, -0.95, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 123.83, 38.50, 2.9390, 6.0964

32, -0.90, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 123.58, 38.46, 2.9386, 6.0703

32, -0.85, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 123.33, 38.42, 2.9389, 6.0445

32, -0.80, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 123.09, 38.37, 2.9386, 6.0181

32, -0.75, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 122.84, 38.32, 2.9387, 5.9923

32, -0.70, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 122.59, 38.28, 2.9381, 5.9659

32, -0.65, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 122.34, 38.23, 2.9383, 5.9405

32, -0.60, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 122.08, 38.18, 2.9383, 5.9154

32, -0.55, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 121.82, 38.13, 2.9379, 5.8899

32, -0.50, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 121.56, 38.08, 2.9381, 5.8648

32, -0.45, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 121.30, 38.03, 2.9383, 5.8398

32, -0.40, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 121.05, 37.97, 2.9387, 5.8146

32, -0.35, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 120.79, 37.92, 2.9383, 5.7896

32, -0.30, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 120.51, 37.86, 2.9387, 5.7650

32, -0.25, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 120.25, 37.81, 2.9382, 5.7401

32, -0.20, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 119.96, 37.76, 2.9384, 5.7151

32, -0.15, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 119.70, 37.70, 2.9387, 5.6902

32, -0.10, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 119.43, 37.65, 2.9385, 5.6659

32, -0.05, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 119.16, 37.59, 2.9383, 5.6410

32, 0.00, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 118.89, 37.53, 2.9377, 5.6164

32, 0.05, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 118.59, 37.47, 2.9395, 5.5933

32, 0.10, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 118.30, 37.41, 2.9391, 5.5686

32, 0.15, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 118.03, 37.34, 2.9386, 5.5438

32, 0.20, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 117.74, 37.27, 2.9386, 5.5198

32, 0.25, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 117.45, 37.21, 2.9383, 5.4954

32, 0.30, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 117.13, 37.13, 2.9392, 5.4724

32, 0.35, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 116.86, 37.07, 2.9390, 5.4485

32, 0.40, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 116.55, 36.99, 2.9383, 5.4235

32, 0.45, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 116.24, 36.93, 2.9374, 5.4001

32, 0.50, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 115.90, 36.85, 2.9379, 5.3756

32, 0.55, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 115.60, 36.76, 2.9397, 5.3538

32, 0.60, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 115.30, 36.69, 2.9390, 5.3297

32, 0.65, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 114.96, 36.60, 2.9379, 5.3050

32, 0.70, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 114.65, 36.53, 2.9397, 5.2832

32, 0.75, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 114.29, 36.43, 2.9398, 5.2600

32, 0.80, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 113.97, 36.37, 2.9389, 5.2356

32, 0.85, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 113.59, 36.27, 2.9385, 5.2128

32, 0.90, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 113.26, 36.18, 2.9385, 5.1902

32, 0.95, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 112.86, 36.09, 2.9399, 5.1674

32, 1.00, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 112.49, 35.99, 2.9388, 5.1434

32, 1.05, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 112.14, 35.91, 2.9392, 5.1211

32, 1.10, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 111.77, 35.82, 2.9399, 5.0997

32, 1.15, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 111.34, 35.72, 2.9390, 5.0761

32, 1.20, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 111.03, 35.64, 2.9386, 5.0530

32, 1.25, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 110.60, 35.54, 2.9371, 5.0297

32, 1.30, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 110.22, 35.43, 2.9385, 5.0080

32, 1.35, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 109.81, 35.34, 2.9384, 4.9845

32, 1.40, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 109.40, 35.23, 2.9384, 4.9628

32, 1.45, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 108.98, 35.15, 2.9368, 4.9403

32, 1.50, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 108.63, 35.05, 2.9382, 4.9186

32, 1.55, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 108.13, 34.93, 2.9372, 4.8953

32, 1.60, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 107.68, 34.83, 2.9392, 4.8754

32, 1.65, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 107.27, 34.73, 2.9378, 4.8523

32, 1.70, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 106.84, 34.64, 2.9386, 4.8309

32, 1.75, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 106.42, 34.52, 2.9375, 4.8088

32, 1.80, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 105.95, 34.42, 2.9381, 4.7867

32, 1.85, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 105.48, 34.30, 2.9380, 4.7659

32, 1.90, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 105.05, 34.21, 2.9376, 4.7442

32, 1.95, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 104.60, 34.11, 2.9372, 4.7217

32, 2.00, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 104.11, 34.00, 2.9378, 4.7008

32, 2.05, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 103.72, 33.90, 2.9393, 4.6821

32, 2.10, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 103.15, 33.78, 2.9396, 4.6596

32, 2.15, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 102.71, 33.66, 2.9374, 4.6376

32, 2.20, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 102.22, 33.54, 2.9363, 4.6168

32, 2.25, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 101.73, 33.45, 2.9388, 4.5961

32, 2.30, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 101.30, 33.32, 2.9384, 4.5755

32, 2.35, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 100.76, 33.20, 2.9390, 4.5546

32, 2.40, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 100.26, 33.11, 2.9360, 4.5329

32, 2.45, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 99.72, 32.99, 2.9385, 4.5130

32, 2.50, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 99.17, 32.87, 2.9373, 4.4928

32, 2.55, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 98.66, 32.75, 2.9384, 4.4718

32, 2.60, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 98.16, 32.64, 2.9383, 4.4525

32, 2.65, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 97.73, 32.52, 2.9391, 4.4327

32, 2.70, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 97.14, 32.41, 2.9373, 4.4113

32, 2.75, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 96.68, 32.28, 2.9389, 4.3921

32, 2.80, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 96.26, 32.19, 2.9386, 4.3716

32, 2.85, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 95.85, 32.09, 2.9385, 4.3519

32, 2.90, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 95.32, 31.95, 2.9378, 4.3326

32, 2.95, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 94.84, 31.85, 2.9370, 4.3116

32, 3.00, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 94.41, 31.74, 2.9381, 4.2927

32, 3.05, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 93.85, 31.62, 2.9375, 4.2727

32, 3.10, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 93.37, 31.50, 2.9370, 4.2525

32, 3.15, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 92.86, 31.38, 2.9388, 4.2338

32, 3.20, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 92.40, 31.27, 2.9372, 4.2140

32, 3.25, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 91.92, 31.16, 2.9378, 4.1957

32, 3.30, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 91.47, 31.04, 2.9385, 4.1759

32, 3.35, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 90.87, 30.91, 2.9391, 4.1578

32, 3.40, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 90.52, 30.82, 2.9368, 4.1376

32, 3.45, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 90.02, 30.69, 2.9378, 4.1193

32, 3.50, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 89.54, 30.55, 2.9377, 4.1001

32, 3.55, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 89.27, 30.46, 2.9381, 4.0824

32, 3.60, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 88.73, 30.33, 2.9365, 4.0625

32, 3.65, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 88.29, 30.21, 2.9374, 4.0445

32, 3.70, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 87.89, 30.10, 2.9385, 4.0263

32, 3.75, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 87.47, 29.99, 2.9373, 4.0068

32, 3.80, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 87.06, 29.87, 2.9379, 3.9893

32, 3.85, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 86.66, 29.76, 2.9372, 3.9711

32, 3.90, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 86.19, 29.64, 2.9378, 3.9518

32, 3.95, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 85.83, 29.53, 2.9355, 3.9337

32, 4.00, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 85.39, 29.40, 2.9381, 3.9171

32, 4.05, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 85.01, 29.29, 2.9384, 3.9002

32, 4.10, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 84.54, 29.16, 2.9388, 3.8813

32, 4.15, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 84.25, 29.06, 2.9388, 3.8644

32, 4.20, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 83.85, 28.93, 2.9386, 3.8467

32, 4.25, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 83.47, 28.81, 2.9385, 3.8292

32, 4.30, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 83.16, 28.70, 2.9369, 3.8120

32, 4.35, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 82.84, 28.60, 2.9388, 3.7937

32, 4.40, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 82.43, 28.46, 2.9387, 3.7774

32, 4.45, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 82.05, 28.34, 2.9381, 3.7602

32, 4.50, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 81.65, 28.22, 2.9396, 3.7437

32, 4.55, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 81.37, 28.11, 2.9374, 3.7262

32, 4.60, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 81.02, 28.01, 2.9396, 3.7108

32, 4.65, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 80.63, 27.89, 2.9388, 3.6917

32, 4.70, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 80.26, 27.75, 2.9389, 3.6761

32, 4.75, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 79.98, 27.64, 2.9388, 3.6591

32, 4.80, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 79.68, 27.53, 2.9381, 3.6440

32, 4.85, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 79.35, 27.41, 2.9374, 3.6252

32, 4.90, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 79.00, 27.29, 2.9387, 3.6096

32, 4.95, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 78.61, 27.15, 2.9386, 3.5930

32, 5.00, 1.000, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 78.24, 27.03, 2.9383, 3.5768
