
N,F,T,B,EtaOnM,KOnM,Tiempo,dt,R_G,Ree,Cinetica,Potencial
64, -5.00, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 268.44, 70.12, 0.0302, 0.9275

64, -4.95, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 268.44, 70.10, 0.0302, 0.9185

64, -4.90, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 268.44, 70.08, 0.0302, 0.9093

64, -4.85, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 268.44, 70.05, 0.0302, 0.9006

64, -4.80, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 268.44, 70.02, 0.0301, 0.8921

64, -4.75, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 268.44, 69.99, 0.0301, 0.8837

64, -4.70, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 268.44, 69.94, 0.0301, 0.8768

64, -4.65, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 268.44, 69.86, 0.0301, 0.8690

64, -4.60, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 268.44, 69.78, 0.0301, 0.8628

64, -4.55, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 268.44, 69.71, 0.0301, 0.8577

64, -4.50, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 268.44, 69.67, 0.0300, 0.8522

64, -4.45, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 268.44, 69.64, 0.0300, 0.8469

64, -4.40, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 268.44, 69.61, 0.0300, 0.8419

64, -4.35, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 268.44, 69.57, 0.0300, 0.8376

64, -4.30, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 268.44, 69.52, 0.0300, 0.8334

64, -4.25, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 268.44, 69.42, 0.0300, 0.8251

64, -4.20, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 268.44, 69.22, 0.0299, 0.8137

64, -4.15, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 268.44, 68.95, 0.0299, 0.8025

64, -4.10, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 268.44, 68.71, 0.0299, 0.7913

64, -4.05, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 268.44, 68.56, 0.0299, 0.7803

64, -4.00, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 268.44, 68.48, 0.0299, 0.7692

64, -3.95, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 268.44, 68.44, 0.0298, 0.7581

64, -3.90, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 268.44, 68.40, 0.0298, 0.7471

64, -3.85, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 268.44, 68.37, 0.0298, 0.7362

64, -3.80, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 268.44, 68.32, 0.0298, 0.7252

