
N,F,T,B,EtaOnM,KOnM,Tiempo,dt,R_G,Ree,Cinetica,Potencial
32, -5.00, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 94.81, 34.29, 0.0306, 0.6793

32, -4.95, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 94.51, 34.19, 0.0306, 0.6696

32, -4.90, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 94.21, 34.09, 0.0306, 0.6598

32, -4.85, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 93.90, 34.02, 0.0305, 0.6500

32, -4.80, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 93.59, 33.96, 0.0305, 0.6401

32, -4.75, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 93.27, 33.93, 0.0305, 0.6303

32, -4.70, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 92.94, 33.91, 0.0305, 0.6206

32, -4.65, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 92.62, 33.90, 0.0305, 0.6108

32, -4.60, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 92.29, 33.88, 0.0305, 0.6010

32, -4.55, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 91.96, 33.85, 0.0304, 0.5913

32, -4.50, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 91.64, 33.83, 0.0304, 0.5816

32, -4.45, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 91.33, 33.80, 0.0304, 0.5720

32, -4.40, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 91.02, 33.77, 0.0304, 0.5624

32, -4.35, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 90.71, 33.75, 0.0304, 0.5528

32, -4.30, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 90.40, 33.73, 0.0304, 0.5434

32, -4.25, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 90.11, 33.72, 0.0303, 0.5341

32, -4.20, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 89.82, 33.71, 0.0303, 0.5248

32, -4.15, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 89.55, 33.70, 0.0303, 0.5157

32, -4.10, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 89.28, 33.69, 0.0303, 0.5065

32, -4.05, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 89.03, 33.68, 0.0303, 0.4976

32, -4.00, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 88.78, 33.68, 0.0303, 0.4888

32, -3.95, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 88.53, 33.67, 0.0302, 0.4799

32, -3.90, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 88.30, 33.66, 0.0302, 0.4714

32, -3.85, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 88.08, 33.65, 0.0302, 0.4628

32, -3.80, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 87.88, 33.63, 0.0302, 0.4543

32, -3.75, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 87.67, 33.62, 0.0302, 0.4460

32, -3.70, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 87.48, 33.60, 0.0302, 0.4379

32, -3.65, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 87.29, 33.58, 0.0302, 0.4300

32, -3.60, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 87.11, 33.55, 0.0301, 0.4223

32, -3.55, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 86.95, 33.52, 0.0301, 0.4143

32, -3.50, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 86.79, 33.49, 0.0301, 0.4064

32, -3.45, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 86.64, 33.47, 0.0301, 0.3984

32, -3.40, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 86.50, 33.44, 0.0301, 0.3906

32, -3.35, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 86.35, 33.42, 0.0301, 0.3827

32, -3.30, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 86.21, 33.40, 0.0300, 0.3750

32, -3.25, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 86.07, 33.36, 0.0300, 0.3673

32, -3.20, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 85.94, 33.29, 0.0300, 0.3597

32, -3.15, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 85.82, 33.21, 0.0300, 0.3523

32, -3.10, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 85.70, 33.10, 0.0300, 0.3448

32, -3.05, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 85.59, 33.01, 0.0299, 0.3375

32, -3.00, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 85.48, 32.93, 0.0299, 0.3302

32, -2.95, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 85.38, 32.88, 0.0299, 0.3231

32, -2.90, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 85.27, 32.85, 0.0299, 0.3161

32, -2.85, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 85.16, 32.83, 0.0299, 0.3092

32, -2.80, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 85.05, 32.81, 0.0299, 0.3025

32, -2.75, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 84.95, 32.79, 0.0298, 0.2958

32, -2.70, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 84.85, 32.76, 0.0298, 0.2892

32, -2.65, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 84.76, 32.73, 0.0298, 0.2827

32, -2.60, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 84.67, 32.70, 0.0298, 0.2763

32, -2.55, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 84.58, 32.68, 0.0298, 0.2701

32, -2.50, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 84.49, 32.65, 0.0298, 0.2639

32, -2.45, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 84.40, 32.63, 0.0297, 0.2578

32, -2.40, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 84.31, 32.62, 0.0297, 0.2518

32, -2.35, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 84.22, 32.60, 0.0297, 0.2460

32, -2.30, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 84.13, 32.59, 0.0297, 0.2401

32, -2.25, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 84.04, 32.58, 0.0297, 0.2344

32, -2.20, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 83.95, 32.57, 0.0296, 0.2288

32, -2.15, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 83.87, 32.56, 0.0296, 0.2232

32, -2.10, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 83.77, 32.55, 0.0296, 0.2178

32, -2.05, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 83.68, 32.54, 0.0296, 0.2125

32, -2.00, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 83.58, 32.52, 0.0296, 0.2070

32, -1.95, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 83.48, 32.51, 0.0296, 0.2014

32, -1.90, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 83.37, 32.48, 0.0295, 0.1960

32, -1.85, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 83.26, 32.46, 0.0295, 0.1906

32, -1.80, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 83.15, 32.43, 0.0295, 0.1853

32, -1.75, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 83.03, 32.40, 0.0295, 0.1801

32, -1.70, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 82.90, 32.37, 0.0295, 0.1750

32, -1.65, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 82.77, 32.33, 0.0295, 0.1699

32, -1.60, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 82.63, 32.30, 0.0294, 0.1650

32, -1.55, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 82.49, 32.28, 0.0294, 0.1601

32, -1.50, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 82.34, 32.25, 0.0294, 0.1554

32, -1.45, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 82.18, 32.21, 0.0294, 0.1507

32, -1.40, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 82.01, 32.15, 0.0294, 0.1462

32, -1.35, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 81.83, 32.07, 0.0294, 0.1417

32, -1.30, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 81.63, 31.96, 0.0293, 0.1374

32, -1.25, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 81.44, 31.86, 0.0293, 0.1331

32, -1.20, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 81.25, 31.77, 0.0293, 0.1290

32, -1.15, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 81.05, 31.72, 0.0293, 0.1250

32, -1.10, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 80.83, 31.68, 0.0293, 0.1210

32, -1.05, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 80.60, 31.65, 0.0293, 0.1172

32, -1.00, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 80.37, 31.62, 0.0292, 0.1134

32, -0.95, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 80.14, 31.59, 0.0292, 0.1098

32, -0.90, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 79.91, 31.56, 0.0292, 0.1063

32, -0.85, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 79.67, 31.52, 0.0292, 0.1026

32, -0.80, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 79.42, 31.48, 0.0292, 0.0989

32, -0.75, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 79.17, 31.44, 0.0292, 0.0954

32, -0.70, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 78.93, 31.41, 0.0291, 0.0919

32, -0.65, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 78.68, 31.38, 0.0291, 0.0885

32, -0.60, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 78.43, 31.36, 0.0291, 0.0852

32, -0.55, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 78.17, 31.33, 0.0291, 0.0819

32, -0.50, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 77.92, 31.31, 0.0291, 0.0788

32, -0.45, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 77.65, 31.28, 0.0290, 0.0758

32, -0.40, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 77.39, 31.26, 0.0290, 0.0728

32, -0.35, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 77.13, 31.23, 0.0290, 0.0699

32, -0.30, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 76.88, 31.19, 0.0290, 0.0671

32, -0.25, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 76.63, 31.15, 0.0290, 0.0644

32, -0.20, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 76.38, 31.10, 0.0290, 0.0618

32, -0.15, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 76.13, 31.04, 0.0289, 0.0592

32, -0.10, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 75.89, 30.96, 0.0289, 0.0568

32, -0.05, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 75.63, 30.84, 0.0289, 0.0544

32, 0.00, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 75.37, 30.68, 0.0289, 0.0521

32, 0.05, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 75.08, 30.42, 0.0289, 0.0497

32, 0.10, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 74.05, 29.36, 0.0289, 0.0475

32, 0.15, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 73.13, 28.53, 0.0289, 0.0454

32, 0.20, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 71.11, 27.32, 0.0288, 0.0433

32, 0.25, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 70.50, 26.55, 0.0288, 0.0413

32, 0.30, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 69.48, 25.36, 0.0288, 0.0394

32, 0.35, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 68.91, 24.58, 0.0288, 0.0376

