
N,F,T,B,EtaOnM,KOnM,Tiempo,dt,R_G,Ree,Cinetica,Potencial
16, -4.05, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 23.29, 16.20, 0.0300, 0.3596

16, -4.00, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 23.23, 16.16, 0.0300, 0.3523

16, -3.95, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 23.17, 16.13, 0.0300, 0.3451

16, -3.90, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 23.12, 16.10, 0.0300, 0.3379

16, -3.85, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 23.07, 16.08, 0.0300, 0.3309

16, -3.80, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 23.01, 16.07, 0.0300, 0.3239

16, -3.75, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 22.96, 16.05, 0.0299, 0.3171

16, -3.70, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 22.91, 16.04, 0.0299, 0.3103

16, -3.65, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 22.87, 16.03, 0.0299, 0.3037

16, -3.60, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 22.82, 16.02, 0.0299, 0.2971

16, -3.55, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 22.78, 16.00, 0.0299, 0.2905

16, -3.50, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 22.74, 15.99, 0.0299, 0.2841

16, -3.45, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 22.69, 15.98, 0.0298, 0.2778

16, -3.40, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 22.65, 15.97, 0.0298, 0.2715

16, -3.35, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 22.62, 15.97, 0.0298, 0.2653

16, -3.30, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 22.58, 15.96, 0.0298, 0.2592

16, -3.25, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 22.54, 15.96, 0.0298, 0.2531

16, -3.20, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 22.51, 15.95, 0.0297, 0.2471

16, -3.15, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 22.48, 15.95, 0.0297, 0.2412

16, -3.10, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 22.44, 15.95, 0.0297, 0.2353

16, -3.05, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 22.41, 15.94, 0.0297, 0.2295

16, -3.00, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 22.38, 15.94, 0.0297, 0.2237

16, -2.95, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 22.35, 15.93, 0.0297, 0.2180

16, -2.90, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 22.32, 15.93, 0.0296, 0.2124

16, -2.85, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 22.29, 15.92, 0.0296, 0.2070

16, -2.80, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 22.27, 15.91, 0.0296, 0.2015

16, -2.75, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 22.24, 15.90, 0.0296, 0.1962

16, -2.70, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 22.21, 15.89, 0.0296, 0.1909

16, -2.65, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 22.19, 15.87, 0.0296, 0.1858

16, -2.60, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 22.16, 15.86, 0.0295, 0.1806

16, -2.55, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 22.13, 15.85, 0.0295, 0.1756

16, -2.50, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 22.10, 15.83, 0.0295, 0.1706

16, -2.45, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 22.08, 15.82, 0.0295, 0.1658

16, -2.40, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 22.05, 15.80, 0.0295, 0.1609

16, -2.35, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 22.02, 15.78, 0.0295, 0.1562

16, -2.30, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 22.00, 15.76, 0.0295, 0.1515

16, -2.25, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 21.97, 15.73, 0.0294, 0.1469

16, -2.20, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 21.95, 15.70, 0.0294, 0.1424

16, -2.15, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 21.92, 15.66, 0.0294, 0.1380

16, -2.10, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 21.89, 15.63, 0.0294, 0.1336

16, -2.05, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 21.86, 15.60, 0.0294, 0.1293

16, -2.00, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 21.83, 15.57, 0.0294, 0.1250

16, -1.95, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 21.80, 15.56, 0.0293, 0.1208

16, -1.90, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 21.77, 15.54, 0.0293, 0.1167

16, -1.85, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 21.74, 15.53, 0.0293, 0.1127

16, -1.80, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 21.71, 15.51, 0.0293, 0.1088

16, -1.75, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 21.67, 15.50, 0.0293, 0.1049

16, -1.70, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 21.64, 15.48, 0.0293, 0.1011

16, -1.65, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 21.61, 15.47, 0.0293, 0.0974

16, -1.60, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 21.58, 15.46, 0.0292, 0.0938

16, -1.55, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 21.54, 15.45, 0.0292, 0.0902

16, -1.50, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 21.51, 15.44, 0.0292, 0.0867

16, -1.45, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 21.47, 15.43, 0.0292, 0.0833

16, -1.40, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 21.44, 15.42, 0.0292, 0.0800

16, -1.35, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 21.40, 15.42, 0.0292, 0.0767

16, -1.30, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 21.37, 15.41, 0.0292, 0.0735

16, -1.25, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 21.33, 15.41, 0.0291, 0.0704

16, -1.20, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 21.29, 15.40, 0.0291, 0.0673

16, -1.15, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 21.26, 15.39, 0.0291, 0.0644

16, -1.10, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 21.22, 15.39, 0.0291, 0.0615

16, -1.05, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 21.18, 15.38, 0.0291, 0.0587

16, -1.00, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 21.15, 15.37, 0.0291, 0.0559

16, -0.95, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 21.11, 15.35, 0.0291, 0.0533

16, -0.90, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 21.07, 15.34, 0.0290, 0.0507

16, -0.85, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 21.03, 15.32, 0.0290, 0.0482

16, -0.80, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 20.99, 15.30, 0.0290, 0.0458

16, -0.75, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 20.95, 15.29, 0.0290, 0.0434

16, -0.70, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 20.91, 15.27, 0.0290, 0.0411

16, -0.65, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 20.87, 15.25, 0.0290, 0.0389

16, -0.60, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 20.83, 15.23, 0.0289, 0.0367

16, -0.55, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 20.78, 15.20, 0.0289, 0.0347

16, -0.50, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 20.74, 15.16, 0.0289, 0.0327

16, -0.45, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 20.69, 15.12, 0.0289, 0.0308

16, -0.40, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 20.64, 15.08, 0.0289, 0.0290

16, -0.35, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 20.60, 15.04, 0.0289, 0.0272

16, -0.30, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 20.55, 15.00, 0.0288, 0.0256

16, -0.25, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 20.49, 14.96, 0.0288, 0.0239

16, -0.20, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 20.43, 14.93, 0.0288, 0.0224

16, -0.15, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 20.37, 14.89, 0.0288, 0.0209

16, -0.10, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 20.30, 14.86, 0.0288, 0.0196

16, -0.05, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 20.23, 14.81, 0.0288, 0.0182

16, 0.00, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 20.14, 14.75, 0.0287, 0.0170

16, 0.05, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 20.03, 14.66, 0.0287, 0.0159

16, 0.10, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 19.35, 13.74, 0.0287, 0.0148

16, 0.15, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 18.52, 12.76, 0.0287, 0.0138

16, 0.20, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 17.21, 11.76, 0.0287, 0.0129

16, 0.25, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 16.14, 10.84, 0.0287, 0.0121

16, 0.30, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 14.52, 9.80, 0.0287, 0.0113

16, 0.35, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 13.15, 8.91, 0.0287, 0.0106

16, 0.40, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 11.75, 7.94, 0.0287, 0.0100

16, 0.45, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 10.45, 7.00, 0.0287, 0.0094

16, 0.50, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 9.13, 6.03, 0.0287, 0.0090

16, 0.55, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 8.15, 5.14, 0.0287, 0.0086

16, 0.60, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 7.16, 4.16, 0.0287, 0.0083

16, 0.65, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 6.34, 3.30, 0.0287, 0.0080

16, 0.70, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 5.90, 2.51, 0.0287, 0.0078

16, 0.75, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 5.54, 1.70, 0.0287, 0.0077

16, 0.80, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 5.57, 1.60, 0.0287, 0.0077

16, 0.85, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 5.64, 1.82, 0.0287, 0.0078

16, 0.90, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 6.08, 2.67, 0.0288, 0.0079

16, 0.95, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 6.59, 3.50, 0.0288, 0.0081

16, 1.00, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 7.50, 4.55, 0.0288, 0.0084

16, 1.05, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 8.42, 5.39, 0.0288, 0.0087

16, 1.10, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 9.69, 6.53, 0.0288, 0.0091

16, 1.15, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 10.79, 7.33, 0.0288, 0.0096

16, 1.20, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 12.50, 8.52, 0.0288, 0.0102

16, 1.25, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 13.63, 9.27, 0.0288, 0.0109

16, 1.30, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 15.24, 10.37, 0.0289, 0.0116

16, 1.35, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 16.51, 11.17, 0.0289, 0.0124

16, 1.40, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 17.90, 12.30, 0.0289, 0.0133

16, 1.45, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 19.02, 13.10, 0.0290, 0.0142

16, 1.50, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 19.99, 14.19, 0.0290, 0.0152

16, 1.55, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 20.38, 14.94, 0.0290, 0.0162

16, 1.60, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 20.46, 15.01, 0.0290, 0.0174

16, 1.65, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 20.53, 15.04, 0.0290, 0.0186

16, 1.70, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 20.58, 15.06, 0.0290, 0.0199

16, 1.75, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 20.64, 15.08, 0.0290, 0.0213

16, 1.80, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 20.69, 15.10, 0.0290, 0.0228

16, 1.85, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 20.74, 15.13, 0.0290, 0.0243

16, 1.90, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 20.78, 15.15, 0.0290, 0.0260

16, 1.95, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 20.82, 15.18, 0.0290, 0.0277

16, 2.00, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 20.86, 15.21, 0.0290, 0.0294

16, 2.05, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 20.90, 15.25, 0.0290, 0.0313

16, 2.10, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 20.94, 15.28, 0.0290, 0.0332

16, 2.15, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 20.98, 15.32, 0.0290, 0.0352

16, 2.20, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 21.01, 15.35, 0.0290, 0.0372

16, 2.25, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 21.05, 15.37, 0.0290, 0.0394

16, 2.30, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 21.08, 15.39, 0.0290, 0.0416

16, 2.35, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 21.12, 15.41, 0.0290, 0.0439

16, 2.40, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 21.15, 15.42, 0.0290, 0.0463

16, 2.45, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 21.19, 15.44, 0.0290, 0.0488

16, 2.50, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 21.23, 15.45, 0.0290, 0.0513

16, 2.55, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 21.26, 15.46, 0.0290, 0.0539

16, 2.60, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 21.30, 15.47, 0.0290, 0.0566

16, 2.65, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 21.33, 15.48, 0.0290, 0.0593

16, 2.70, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 21.37, 15.48, 0.0290, 0.0621

16, 2.75, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 21.40, 15.49, 0.0290, 0.0650

16, 2.80, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 21.43, 15.49, 0.0290, 0.0680

16, 2.85, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 21.47, 15.50, 0.0290, 0.0711

16, 2.90, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 21.50, 15.50, 0.0290, 0.0742

16, 2.95, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 21.53, 15.51, 0.0290, 0.0774

16, 3.00, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 21.56, 15.51, 0.0290, 0.0807

16, 3.05, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 21.59, 15.52, 0.0290, 0.0841

16, 3.10, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 21.62, 15.52, 0.0290, 0.0875

16, 3.15, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 21.65, 15.53, 0.0290, 0.0910

16, 3.20, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 21.68, 15.54, 0.0290, 0.0946

16, 3.25, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 21.71, 15.55, 0.0290, 0.0982

16, 3.30, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 21.74, 15.56, 0.0290, 0.1020

16, 3.35, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 21.77, 15.57, 0.0290, 0.1058

16, 3.40, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 21.80, 15.59, 0.0290, 0.1096

16, 3.45, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 21.83, 15.60, 0.0290, 0.1136

16, 3.50, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 21.86, 15.61, 0.0290, 0.1176

16, 3.55, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 21.89, 15.63, 0.0290, 0.1217

16, 3.60, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 21.91, 15.64, 0.0290, 0.1259

16, 3.65, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 21.94, 15.66, 0.0290, 0.1302

16, 3.70, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 21.97, 15.69, 0.0290, 0.1345

16, 3.75, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 22.00, 15.72, 0.0290, 0.1389

16, 3.80, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 22.02, 15.75, 0.0290, 0.1434

16, 3.85, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 22.05, 15.79, 0.0290, 0.1479

16, 3.90, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 22.08, 15.82, 0.0290, 0.1526

16, 3.95, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 22.10, 15.85, 0.0290, 0.1572

16, 4.00, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 22.13, 15.87, 0.0290, 0.1620

16, 4.05, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 22.15, 15.88, 0.0290, 0.1668

16, 4.10, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 22.18, 15.90, 0.0290, 0.1717

16, 4.15, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 22.20, 15.91, 0.0290, 0.1767

16, 4.20, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 22.23, 15.92, 0.0290, 0.1817

16, 4.25, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 22.26, 15.93, 0.0290, 0.1869

16, 4.30, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 22.28, 15.95, 0.0290, 0.1921

16, 4.35, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 22.31, 15.96, 0.0290, 0.1974

16, 4.40, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 22.33, 15.97, 0.0290, 0.2027

16, 4.45, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 22.36, 15.98, 0.0290, 0.2082

16, 4.50, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 22.39, 15.98, 0.0290, 0.2137

16, 4.55, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 22.42, 15.99, 0.0290, 0.2193

16, 4.60, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 22.45, 15.99, 0.0290, 0.2250

16, 4.65, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 22.48, 15.99, 0.0290, 0.2308

16, 4.70, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 22.51, 16.00, 0.0290, 0.2366

16, 4.75, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 22.55, 16.00, 0.0290, 0.2425

16, 4.80, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 22.58, 16.00, 0.0290, 0.2485

16, 4.85, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 22.61, 16.01, 0.0290, 0.2545

16, 4.90, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 22.65, 16.01, 0.0290, 0.2605

16, 4.95, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 22.68, 16.02, 0.0290, 0.2667

16, 5.00, 0.010, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 22.72, 16.03, 0.0290, 0.2729
