
N,F,T,B,EtaOnM,KOnM,Tiempo,dt,R_G,Ree,Cinetica,Potencial
16, -5.00, 0.100, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 25.98, 16.85, 0.2906, 0.9372

16, -4.95, 0.100, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 25.93, 16.84, 0.2906, 0.9259

16, -4.90, 0.100, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 25.87, 16.82, 0.2906, 0.9146

16, -4.85, 0.100, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 25.81, 16.81, 0.2906, 0.9035

16, -4.80, 0.100, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 25.76, 16.79, 0.2905, 0.8924

16, -4.75, 0.100, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 25.70, 16.78, 0.2905, 0.8813

16, -4.70, 0.100, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 25.65, 16.76, 0.2905, 0.8704

16, -4.65, 0.100, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 25.59, 16.74, 0.2905, 0.8595

16, -4.60, 0.100, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 25.53, 16.72, 0.2905, 0.8487

16, -4.55, 0.100, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 25.48, 16.70, 0.2905, 0.8380

16, -4.50, 0.100, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 25.42, 16.69, 0.2905, 0.8273

16, -4.45, 0.100, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 25.37, 16.67, 0.2905, 0.8167

16, -4.40, 0.100, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 25.31, 16.65, 0.2905, 0.8062

16, -4.35, 0.100, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 25.26, 16.63, 0.2905, 0.7958

16, -4.30, 0.100, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 25.20, 16.62, 0.2905, 0.7854

16, -4.25, 0.100, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 25.15, 16.60, 0.2904, 0.7751

16, -4.20, 0.100, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 25.10, 16.59, 0.2904, 0.7649

16, -4.15, 0.100, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 25.04, 16.57, 0.2904, 0.7547

16, -4.10, 0.100, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 24.99, 16.56, 0.2904, 0.7446

16, -4.05, 0.100, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 24.93, 16.54, 0.2904, 0.7347

16, -4.00, 0.100, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 24.88, 16.53, 0.2904, 0.7247

16, -3.95, 0.100, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 24.83, 16.52, 0.2904, 0.7149

16, -3.90, 0.100, 1.00, 1.00, 100.00, 5.0e+03, 1.0e-02, 24.77, 16.51, 0.2904, 0.7051

