0.000	 0.000	 0.000
0.001	 0.001	 0.001
0.002	 0.001	 0.001
0.003	 0.002	 0.002
0.004	 0.002	 0.002
0.005	 0.003	 0.003
0.006	 0.003	 0.003
0.007	 0.004	 0.004
0.008	 0.004	 0.004
0.009	 0.005	 0.005
0.010	 0.005	 0.005
0.011	 0.006	 0.006
0.012	 0.006	 0.006
0.013	 0.007	 0.007
0.014	 0.007	 0.007
0.015	 0.008	 0.008
0.016	 0.008	 0.008
0.017	 0.009	 0.009
0.018	 0.009	 0.009
0.019	 0.010	 0.010
0.020	 0.010	 0.010
0.021	 0.011	 0.011
0.022	 0.011	 0.011
0.023	 0.012	 0.012
0.024	 0.012	 0.012
0.025	 0.013	 0.013
0.026	 0.013	 0.013
0.027	 0.014	 0.014
0.028	 0.014	 0.014
0.029	 0.015	 0.015
0.030	 0.015	 0.015
0.031	 0.016	 0.016
0.032	 0.016	 0.016
0.033	 0.017	 0.017
0.034	 0.017	 0.017
0.035	 0.018	 0.018
0.036	 0.019	 0.018
0.037	 0.019	 0.019
0.038	 0.020	 0.019
0.039	 0.020	 0.020
0.040	 0.021	 0.020
0.041	 0.021	 0.021
0.042	 0.022	 0.021
0.043	 0.022	 0.022
0.044	 0.023	 0.022
0.045	 0.023	 0.023
0.046	 0.024	 0.023
0.047	 0.024	 0.024
0.048	 0.025	 0.024
0.049	 0.025	 0.025
0.050	 0.026	 0.025
0.051	 0.026	 0.026
0.052	 0.027	 0.026
0.053	 0.027	 0.027
0.054	 0.028	 0.027
0.055	 0.028	 0.028
0.056	 0.029	 0.028
0.057	 0.029	 0.029
0.058	 0.030	 0.029
0.059	 0.030	 0.030
0.060	 0.031	 0.030
0.061	 0.031	 0.031
0.062	 0.032	 0.031
0.063	 0.032	 0.032
0.064	 0.033	 0.032
0.065	 0.033	 0.033
0.066	 0.034	 0.033
0.067	 0.034	 0.034
0.068	 0.035	 0.034
0.069	 0.035	 0.035
0.070	 0.036	 0.035
0.071	 0.037	 0.036
0.072	 0.037	 0.036
0.073	 0.038	 0.037
0.074	 0.038	 0.037
0.075	 0.039	 0.038
0.076	 0.039	 0.038
0.077	 0.040	 0.039
0.078	 0.040	 0.039
0.079	 0.041	 0.040
0.080	 0.041	 0.040
0.081	 0.042	 0.041
0.082	 0.042	 0.041
0.083	 0.043	 0.042
0.084	 0.043	 0.042
0.085	 0.044	 0.043
0.086	 0.044	 0.043
0.087	 0.045	 0.044
0.088	 0.045	 0.044
0.089	 0.046	 0.045
0.090	 0.046	 0.045
0.091	 0.047	 0.046
0.092	 0.047	 0.046
0.093	 0.048	 0.047
0.094	 0.048	 0.047
0.095	 0.049	 0.048
0.096	 0.049	 0.048
0.097	 0.050	 0.049
0.098	 0.050	 0.049
0.099	 0.051	 0.050
0.100	 0.051	 0.050
0.101	 0.052	 0.051
0.102	 0.052	 0.051
0.103	 0.053	 0.052
0.104	 0.053	 0.052
0.105	 0.054	 0.053
0.106	 0.055	 0.053
0.107	 0.055	 0.054
0.108	 0.056	 0.054
0.109	 0.056	 0.055
0.110	 0.057	 0.055
0.111	 0.057	 0.056
0.112	 0.058	 0.056
0.113	 0.058	 0.057
0.114	 0.059	 0.057
0.115	 0.059	 0.058
0.116	 0.060	 0.058
0.117	 0.060	 0.059
0.118	 0.061	 0.059
0.119	 0.061	 0.060
0.120	 0.062	 0.060
0.121	 0.062	 0.061
0.122	 0.063	 0.061
0.123	 0.063	 0.062
0.124	 0.064	 0.062
0.125	 0.064	 0.063
0.126	 0.065	 0.063
0.127	 0.065	 0.064
0.128	 0.066	 0.064
0.129	 0.066	 0.065
0.130	 0.067	 0.065
0.131	 0.067	 0.066
0.132	 0.068	 0.066
0.133	 0.068	 0.067
0.134	 0.069	 0.067
0.135	 0.069	 0.068
0.136	 0.070	 0.068
0.137	 0.070	 0.069
0.138	 0.071	 0.069
0.139	 0.072	 0.070
0.140	 0.072	 0.070
0.141	 0.073	 0.071
0.142	 0.073	 0.071
0.143	 0.074	 0.072
0.144	 0.074	 0.072
0.145	 0.075	 0.073
0.146	 0.075	 0.073
0.147	 0.076	 0.074
0.148	 0.076	 0.074
0.149	 0.077	 0.075
0.150	 0.077	 0.075
0.151	 0.078	 0.076
0.152	 0.078	 0.076
0.153	 0.079	 0.077
0.154	 0.079	 0.077
0.155	 0.080	 0.078
0.156	 0.080	 0.078
0.157	 0.081	 0.079
0.158	 0.081	 0.079
0.159	 0.082	 0.080
0.160	 0.082	 0.081
0.161	 0.083	 0.081
0.162	 0.083	 0.082
0.163	 0.084	 0.082
0.164	 0.084	 0.083
0.165	 0.085	 0.083
0.166	 0.085	 0.084
0.167	 0.086	 0.084
0.168	 0.086	 0.085
0.169	 0.087	 0.085
0.170	 0.087	 0.086
0.171	 0.088	 0.086
0.172	 0.088	 0.087
0.173	 0.089	 0.087
0.174	 0.090	 0.088
0.175	 0.090	 0.088
0.176	 0.091	 0.089
0.177	 0.091	 0.089
0.178	 0.092	 0.090
0.179	 0.092	 0.090
0.180	 0.093	 0.091
0.181	 0.093	 0.091
0.182	 0.094	 0.092
0.183	 0.094	 0.092
0.184	 0.095	 0.093
0.185	 0.095	 0.093
0.186	 0.096	 0.094
0.187	 0.096	 0.094
0.188	 0.097	 0.095
0.189	 0.097	 0.095
0.190	 0.098	 0.096
0.191	 0.098	 0.096
0.192	 0.099	 0.097
0.193	 0.099	 0.097
0.194	 0.100	 0.098
0.195	 0.100	 0.098
0.196	 0.101	 0.099
0.197	 0.101	 0.099
0.198	 0.102	 0.100
0.199	 0.102	 0.100
0.200	 0.103	 0.101
0.201	 0.103	 0.101
0.202	 0.104	 0.102
0.203	 0.104	 0.102
0.204	 0.105	 0.103
0.205	 0.105	 0.103
0.206	 0.106	 0.104
0.207	 0.106	 0.104
0.208	 0.107	 0.105
0.209	 0.108	 0.105
0.210	 0.108	 0.106
