x
0.000000
35.240093
0.040000
108.884850
71.406845
1.189999
0.070000
105.084038
0.160000
57.736317
15.620262
3.009998
31.260620
0.520000
113.195770
64.025269
34.480221
77.488144
33.250427
41.319073
34.490219
9.790129
4.550009
40.439220
10.770151
55.996609
46.478207
107.804619
0.240000
51.467369
29.590582
104.253860
74.557518
1.459999
42.948799
64.215309
6.340050
0.300000
1.179999
0.320000
22.680424
47.688004
8.960110
0.250000
23.320438
5.700036
0.360000
153.534897
106.154266
0.939999
58.416203
29.270575
37.369736
40.209259
64.995476
0.210000
71.136787
28.120548
67.696053
4.860016
64.975471
66.485794
81.168930
2.069999
0.480000
129.338196
125.398376
2.279998
56.206573
0.120000
12.880199
0.570000
49.637676
84.199577
34.370239
13.740219
0.959999
42.878811
4.860016
73.207230
8.830107
77.648178
139.772461
55.516689
3.909997
39.959301
52.017277
5.230025
7.320073
0.180000
12.000179
2.149998
57.576344
53.457035
94.241722
129.987839
18.540329
0.250000
25.410486
51.317394
8.740105
40.589195
110.595215
0.959999
69.176369
145.329407
24.490465
28.880566
115.586281
6.940064
8.900108
8.330095
0.490000
233.740814
0.520000
11.900177
62.005600
0.650000
5.060021
58.056263
8.380096
1.009999
0.030000
64.115288
33.160442
0.800000
49.657673
22.710424
13.320210
59.166077
1.109999
0.490000
10.240139
27.930544
113.175766
34.850159
13.660217
12.720196
55.516689
0.370000
0.849999
130.837372
59.066093
34.410233
38.849487
0.220000
25.800495
16.430281
75.727768
19.090342
16.560284
21.480396
9.350119
45.578358
98.362602
91.911224
30.360600
23.660446
314.505646
123.287926
38.019627
1.029999
77.878227
15.460258
24.870474
44.138599
30.200596
0.480000
47.817982
16.070272
84.249588
144.879654
4.310004
70.946747
1.299999
14.030226
42.168930
55.976612
0.220000
3.479997
42.058949
16.560284
1.129999
49.447708
34.400234
0.670000
21.740402
4.980019
8.490099
6.170046
62.365540
6.010043
4.170001
23.070433
50.747490
19.340347
107.334518
10.090136
34.610199
32.730515
22.300415
10.420143
62.185570
0.200000
72.096992
274.846954
10.250139
27.610537
48.247910
98.512634
187.506226
8.840107
4.570010
3.749997
0.430000
203.527420
123.938065
87.810349
8.190092
2.519998
223.156631
16.610285
0.839999
242.795837
11.240162
33.190437
49.277737
45.978291
24.560467
79.578590
41.739002
9.990133
20.710379
0.530000
25.790495
0.280000
25.170481
82.279167
11.380165
11.280163
14.540237
23.540443
6.470053
22.380417
58.346214
6.440053
20.970385
15.750265
93.511566
73.317253
6.920063
43.308739
52.777149
16.240276
45.788322
35.390068
1.549999
31.020615
0.110000
0.260000
0.070000
39.169434
0.020000
63.235394
0.300000
103.393677
43.908638
22.530420
76.707977
112.795685
7.130068
21.520397
0.120000
23.120434
58.926117
21.290392
8.950109
0.150000
26.690516
0.560000
200.159271
55.296726
125.058304
69.856514
25.630491
5.240025
25.850496
105.024025
13.710218
61.325714
5.890040
59.476025
4.670012
73.417274
19.410349
0.680000
7.490077
10.680149
0.600000
44.058613
0.180000
6.870062
0.839999
45.048447
8.190092
0.680000
33.580372
18.190321
1.169999
69.076347
258.360870
0.360000
32.100620
2.939998
11.500168
29.560581
43.308739
109.524986
78.578377
0.640000
40.649185
35.610031
145.249451
4.270003
17.470304
64.215309
24.520466
38.199596
46.548195
0.380000
0.889999
86.720116
15.880268
8.210093
3.059998
4.650012
33.450394
42.888809
28.480556
20.950384
59.106087
2.389998
61.925613
27.620537
60.035931
81.278954
26.280506
141.081741
112.085533
65.605606
0.060000
2.049999
30.350599
66.575813
7.460076
194.142578
2.829998
31.340622
29.850588
160.021332
45.508369
5.690035
22.630423
42.308907
40.349236
7.910086
37.149773
17.220299
0.510000
4.300004
84.629669
0.400000
36.119946
34.750175
1.219999
0.470000
70.586670
21.200390
12.480190
54.766815
75.647751
14.140228
41.768997
31.410624
1.169999
49.467705
0.400000
10.660149
0.650000
21.560398
19.360348
150.996292
4.210001
4.470007
14.220230
88.920586
38.889481
8.200092
34.390236
0.780000
17.340302
13.130205
54.516857
146.118973
33.770340
10.670149
87.830353
0.919999
19.610353
17.340302
35.260090
4.049998
74.587524
3.639997
170.965317
0.080000
102.143410
32.410568
0.520000
0.849999
15.870268
40.409225
45.798321
4.220002
70.886734
74.727554
86.890152
17.640308
19.200344
55.676662
0.340000
0.999999
0.210000
260.352814
9.020111
2.779998
16.060272
99.632874
8.750105
45.328400
3.329997
30.170595
112.795685
1.309999
114.926140
0.700000
68.346191
108.394745
0.330000
0.770000
60.725815
36.919811
32.330582
50.157589
81.018898
57.506355
73.867371
10.470144
59.955944
41.209091
1.179999
23.830450
9.910131
43.768661
3.729997
127.798889
3.459997
17.920315
0.400000
51.077435
103.673737
2.779998
25.250483
0.290000
2.049999
55.156750
3.309997
9.040112
0.120000
0.120000
0.810000
0.400000
30.230597
51.797314
231.861847
2.039999
0.720000
6.260048
2.019999
255.998581
