0.000000	 0.000000	 0.000000
1.000000	 0.523934	 0.500762
2.000000	 1.047867	 1.001524
3.000000	 1.571800	 1.502289
4.000000	 2.095735	 2.003047
5.000000	 2.619665	 2.503818
6.000000	 3.143601	 3.004578
7.000000	 3.667528	 3.505343
8.000000	 4.191469	 4.006095
9.000000	 4.715407	 4.506862
10.000000	 5.239329	 5.007639
