0.000	 0.000	 0.000
0.001	 0.001	 0.001
0.002	 0.001	 0.001
0.003	 0.002	 0.002
0.004	 0.002	 0.002
0.005	 0.003	 0.003
0.006	 0.003	 0.003
0.007	 0.004	 0.004
0.008	 0.004	 0.004
0.009	 0.005	 0.005
0.010	 0.005	 0.005
0.011	 0.006	 0.006
0.012	 0.006	 0.006
0.013	 0.007	 0.007
0.014	 0.007	 0.007
0.015	 0.008	 0.008
0.016	 0.009	 0.008
0.017	 0.009	 0.009
0.018	 0.010	 0.009
0.019	 0.010	 0.010
0.020	 0.011	 0.010
0.021	 0.011	 0.011
0.022	 0.012	 0.012
0.023	 0.012	 0.012
0.024	 0.013	 0.013
0.025	 0.013	 0.013
0.026	 0.014	 0.014
0.027	 0.014	 0.014
0.028	 0.015	 0.015
0.029	 0.015	 0.015
0.030	 0.016	 0.016
0.031	 0.017	 0.016
0.032	 0.017	 0.017
0.033	 0.018	 0.017
0.034	 0.018	 0.018
0.035	 0.019	 0.018
0.036	 0.019	 0.019
0.037	 0.020	 0.019
0.038	 0.020	 0.020
0.039	 0.021	 0.020
0.040	 0.021	 0.021
0.041	 0.022	 0.021
0.042	 0.022	 0.022
0.043	 0.023	 0.022
0.044	 0.023	 0.023
0.045	 0.024	 0.024
0.046	 0.024	 0.024
0.047	 0.025	 0.025
0.048	 0.026	 0.025
0.049	 0.026	 0.026
0.050	 0.027	 0.026
0.051	 0.027	 0.027
0.052	 0.028	 0.027
0.053	 0.028	 0.028
0.054	 0.029	 0.028
0.055	 0.029	 0.029
0.056	 0.030	 0.029
0.057	 0.030	 0.030
0.058	 0.031	 0.030
0.059	 0.031	 0.031
0.060	 0.032	 0.031
0.061	 0.032	 0.032
0.062	 0.033	 0.032
0.063	 0.034	 0.033
0.064	 0.034	 0.033
0.065	 0.035	 0.034
0.066	 0.035	 0.035
0.067	 0.036	 0.035
0.068	 0.036	 0.036
0.069	 0.037	 0.036
0.070	 0.037	 0.037
0.071	 0.038	 0.037
0.072	 0.038	 0.038
0.073	 0.039	 0.038
0.074	 0.039	 0.039
0.075	 0.040	 0.039
0.076	 0.040	 0.040
0.077	 0.041	 0.040
0.078	 0.042	 0.041
0.079	 0.042	 0.041
0.080	 0.043	 0.042
0.081	 0.043	 0.042
0.082	 0.044	 0.043
0.083	 0.044	 0.043
0.084	 0.045	 0.044
0.085	 0.045	 0.044
0.086	 0.046	 0.045
0.087	 0.046	 0.046
0.088	 0.047	 0.046
0.089	 0.047	 0.047
0.090	 0.048	 0.047
0.091	 0.048	 0.048
0.092	 0.049	 0.048
0.093	 0.050	 0.049
0.094	 0.050	 0.049
0.095	 0.051	 0.050
0.096	 0.051	 0.050
0.097	 0.052	 0.051
0.098	 0.052	 0.051
0.099	 0.053	 0.052
0.100	 0.053	 0.052
0.101	 0.054	 0.053
0.102	 0.054	 0.053
0.103	 0.055	 0.054
0.104	 0.055	 0.054
0.105	 0.056	 0.055
0.106	 0.056	 0.055
0.107	 0.057	 0.056
0.108	 0.058	 0.057
0.109	 0.058	 0.057
0.110	 0.059	 0.058
0.111	 0.059	 0.058
0.112	 0.060	 0.059
0.113	 0.060	 0.059
0.114	 0.061	 0.060
0.115	 0.061	 0.060
0.116	 0.062	 0.061
0.117	 0.062	 0.061
0.118	 0.063	 0.062
0.119	 0.063	 0.062
0.120	 0.064	 0.063
0.121	 0.064	 0.063
0.122	 0.065	 0.064
0.123	 0.065	 0.064
0.124	 0.066	 0.065
0.125	 0.067	 0.065
0.126	 0.067	 0.066
0.127	 0.068	 0.066
0.128	 0.068	 0.067
0.129	 0.069	 0.067
0.130	 0.069	 0.068
0.131	 0.070	 0.069
0.132	 0.070	 0.069
0.133	 0.071	 0.070
0.134	 0.071	 0.070
0.135	 0.072	 0.071
0.136	 0.072	 0.071
0.137	 0.073	 0.072
0.138	 0.073	 0.072
0.139	 0.074	 0.073
0.140	 0.075	 0.073
0.141	 0.075	 0.074
0.142	 0.076	 0.074
0.143	 0.076	 0.075
0.144	 0.077	 0.075
0.145	 0.077	 0.076
0.146	 0.078	 0.076
0.147	 0.078	 0.077
0.148	 0.079	 0.077
0.149	 0.079	 0.078
0.150	 0.080	 0.078
0.151	 0.080	 0.079
0.152	 0.081	 0.080
0.153	 0.081	 0.080
0.154	 0.082	 0.081
0.155	 0.083	 0.081
0.156	 0.083	 0.082
0.157	 0.084	 0.082
0.158	 0.084	 0.083
0.159	 0.085	 0.083
0.160	 0.085	 0.084
0.161	 0.086	 0.084
0.162	 0.086	 0.085
0.163	 0.087	 0.085
0.164	 0.087	 0.086
0.165	 0.088	 0.086
0.166	 0.088	 0.087
0.167	 0.089	 0.087
0.168	 0.089	 0.088
0.169	 0.090	 0.088
0.170	 0.091	 0.089
0.171	 0.091	 0.089
0.172	 0.092	 0.090
0.173	 0.092	 0.091
0.174	 0.093	 0.091
0.175	 0.093	 0.092
0.176	 0.094	 0.092
0.177	 0.094	 0.093
0.178	 0.095	 0.093
0.179	 0.095	 0.094
0.180	 0.096	 0.094
0.181	 0.096	 0.095
0.182	 0.097	 0.095
0.183	 0.097	 0.096
0.184	 0.098	 0.096
0.185	 0.099	 0.097
0.186	 0.099	 0.097
0.187	 0.100	 0.098
0.188	 0.100	 0.098
0.189	 0.101	 0.099
0.190	 0.101	 0.099
0.191	 0.102	 0.100
0.192	 0.102	 0.100
0.193	 0.103	 0.101
0.194	 0.103	 0.102
0.195	 0.104	 0.102
0.196	 0.104	 0.103
0.197	 0.105	 0.103
0.198	 0.105	 0.104
0.199	 0.106	 0.104
0.200	 0.107	 0.105
0.201	 0.107	 0.105
0.202	 0.108	 0.106
0.203	 0.108	 0.106
0.204	 0.109	 0.107
0.205	 0.109	 0.107
0.206	 0.110	 0.108
0.207	 0.110	 0.108
0.208	 0.111	 0.109
0.209	 0.111	 0.109
0.210	 0.112	 0.110
