0.000	 0.000	 0.000
0.001	 0.001	 0.000
0.002	 0.001	 0.001
0.003	 0.002	 0.001
0.004	 0.002	 0.002
0.005	 0.003	 0.002
0.006	 0.003	 0.003
0.007	 0.004	 0.003
0.008	 0.004	 0.004
0.009	 0.005	 0.004
0.010	 0.005	 0.004
0.011	 0.006	 0.005
0.012	 0.006	 0.005
0.013	 0.007	 0.006
0.014	 0.007	 0.006
0.015	 0.008	 0.007
0.016	 0.008	 0.007
0.017	 0.009	 0.008
0.018	 0.009	 0.008
0.019	 0.010	 0.008
0.020	 0.010	 0.009
0.021	 0.011	 0.009
0.022	 0.011	 0.010
0.023	 0.012	 0.010
0.024	 0.012	 0.011
0.025	 0.013	 0.011
0.026	 0.013	 0.012
0.027	 0.014	 0.012
0.028	 0.014	 0.012
0.029	 0.015	 0.013
0.030	 0.015	 0.013
0.031	 0.016	 0.014
0.032	 0.016	 0.014
0.033	 0.017	 0.015
0.034	 0.017	 0.015
0.035	 0.018	 0.016
0.036	 0.018	 0.016
0.037	 0.019	 0.016
0.038	 0.019	 0.017
0.039	 0.020	 0.017
0.040	 0.020	 0.018
0.041	 0.021	 0.018
0.042	 0.021	 0.019
0.043	 0.022	 0.019
0.044	 0.022	 0.020
0.045	 0.023	 0.020
0.046	 0.023	 0.020
0.047	 0.024	 0.021
0.048	 0.024	 0.021
0.049	 0.025	 0.022
0.050	 0.025	 0.022
0.051	 0.026	 0.023
0.052	 0.026	 0.023
0.053	 0.027	 0.023
0.054	 0.027	 0.024
0.055	 0.028	 0.024
0.056	 0.028	 0.025
0.057	 0.029	 0.025
0.058	 0.029	 0.026
0.059	 0.030	 0.026
0.060	 0.030	 0.027
0.061	 0.031	 0.027
0.062	 0.031	 0.027
0.063	 0.032	 0.028
0.064	 0.032	 0.028
0.065	 0.033	 0.029
0.066	 0.033	 0.029
0.067	 0.034	 0.030
0.068	 0.034	 0.030
0.069	 0.035	 0.031
0.070	 0.035	 0.031
0.071	 0.036	 0.031
0.072	 0.036	 0.032
0.073	 0.037	 0.032
0.074	 0.037	 0.033
0.075	 0.038	 0.033
0.076	 0.038	 0.034
0.077	 0.039	 0.034
0.078	 0.039	 0.035
0.079	 0.040	 0.035
0.080	 0.040	 0.035
0.081	 0.041	 0.036
0.082	 0.041	 0.036
0.083	 0.042	 0.037
0.084	 0.042	 0.037
0.085	 0.043	 0.038
0.086	 0.043	 0.038
0.087	 0.044	 0.039
0.088	 0.044	 0.039
0.089	 0.045	 0.039
0.090	 0.045	 0.040
0.091	 0.046	 0.040
0.092	 0.046	 0.041
0.093	 0.047	 0.041
0.094	 0.047	 0.042
0.095	 0.048	 0.042
0.096	 0.048	 0.043
0.097	 0.049	 0.043
0.098	 0.049	 0.043
0.099	 0.050	 0.044
0.100	 0.050	 0.044
0.101	 0.051	 0.045
0.102	 0.051	 0.045
0.103	 0.052	 0.046
0.104	 0.052	 0.046
0.105	 0.053	 0.047
0.106	 0.053	 0.047
0.107	 0.054	 0.047
0.108	 0.054	 0.048
0.109	 0.055	 0.048
0.110	 0.055	 0.049
0.111	 0.056	 0.049
0.112	 0.056	 0.050
0.113	 0.057	 0.050
0.114	 0.057	 0.051
0.115	 0.058	 0.051
0.116	 0.058	 0.051
0.117	 0.059	 0.052
0.118	 0.059	 0.052
0.119	 0.060	 0.053
0.120	 0.060	 0.053
0.121	 0.061	 0.054
0.122	 0.061	 0.054
0.123	 0.062	 0.055
0.124	 0.062	 0.055
0.125	 0.063	 0.055
0.126	 0.063	 0.056
0.127	 0.064	 0.056
0.128	 0.064	 0.057
0.129	 0.065	 0.057
0.130	 0.065	 0.058
0.131	 0.066	 0.058
0.132	 0.066	 0.059
0.133	 0.067	 0.059
